姓名,录取学段,录取区,招聘类型,学历,院校,职称
教师_790,小学,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_791,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_792,小学,越秀区,应届毕业生,本科,其他普通师范院校,副高级
教师_793,初中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_794,小学,白云区,社会人员,本科,其他高校,正高级
教师_795,高中,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_796,高中,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,正高级
教师_797,初中,白云区,社会人员,硕士,其他普通师范院校,中级及以下
教师_798,小学,白云区,应届毕业生,硕士,部属师范院校（除北京师范大学）,副高级
教师_799,小学,越秀区,社会人员,本科,北大,副高级
教师_800,初中,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_801,小学,越秀区,应届毕业生,本科,其他高校,副高级
教师_802,初中,白云区,应届毕业生,本科,其他普通师范院校,副高级
教师_803,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_804,初中,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_805,高中,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_806,高中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_807,高中,越秀区,社会人员,本科,清华,副高级
教师_808,初中,白云区,社会人员,本科,其他高校,副高级
教师_809,高中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_810,高中,白云区,应届毕业生,硕士,其他高校,正高级
教师_811,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_812,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_813,小学,越秀区,社会人员,本科,其他高校,副高级
教师_814,高中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_815,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_816,小学,白云区,社会人员,硕士,部属师范院校（除北京师范大学）,副高级
教师_817,小学,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_818,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_819,高中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_820,初中,越秀区,应届毕业生,硕士,其他普通师范院校,正高级
教师_821,初中,白云区,应届毕业生,本科,其他高校,中级及以下
教师_822,小学,白云区,社会人员,博士,其他普通师范院校,副高级
教师_823,初中,白云区,应届毕业生,本科,其他高校,副高级
教师_824,小学,越秀区,社会人员,硕士,部属师范院校（除北京师范大学）,副高级
教师_825,小学,越秀区,社会人员,本科,其他高校,中级及以下
教师_826,高中,越秀区,社会人员,博士,其他普通师范院校,中级及以下
教师_827,小学,越秀区,社会人员,本科,部属师范院校（除北京师范大学）,副高级
教师_828,高中,白云区,应届毕业生,硕士,其他普通师范院校,中级及以下
教师_829,高中,白云区,社会人员,博士,北京师范大学,副高级
教师_830,小学,白云区,应届毕业生,本科,其他高校,中级及以下
教师_831,初中,白云区,应届毕业生,本科,其他高校,正高级
教师_832,小学,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,副高级
教师_833,高中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_834,初中,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_835,高中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_836,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_837,高中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,中级及以下
教师_838,小学,越秀区,社会人员,本科,其他高校,副高级
教师_839,小学,白云区,社会人员,本科,其他普通师范院校,副高级
教师_840,高中,白云区,社会人员,本科,其他高校,中级及以下
教师_841,初中,白云区,社会人员,本科,其他普通师范院校,中级及以下
教师_842,小学,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_843,小学,白云区,社会人员,本科,其他高校,中级及以下
教师_844,高中,越秀区,社会人员,本科,其他高校,正高级
教师_845,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_846,高中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_847,高中,白云区,应届毕业生,硕士,北大,中级及以下
教师_848,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_849,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_850,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_851,高中,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,中级及以下
教师_852,高中,白云区,应届毕业生,博士,其他高校,中级及以下
教师_853,小学,白云区,社会人员,本科,北大,中级及以下
教师_854,高中,白云区,社会人员,硕士,其他高校,正高级
教师_855,高中,白云区,应届毕业生,本科,其他高校,中级及以下
教师_856,高中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_857,小学,白云区,社会人员,本科,北京师范大学,中级及以下
教师_858,初中,白云区,社会人员,本科,部属师范院校（除北京师范大学）,正高级
教师_859,小学,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_860,初中,白云区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_861,高中,白云区,社会人员,本科,其他高校,中级及以下
教师_862,高中,越秀区,社会人员,硕士,其他高校,中级及以下
教师_863,小学,越秀区,应届毕业生,本科,其他普通师范院校,中级及以下
教师_864,初中,白云区,社会人员,本科,其他高校,中级及以下
教师_865,初中,越秀区,社会人员,本科,其他普通师范院校,中级及以下
教师_866,高中,越秀区,社会人员,硕士,北大,副高级
教师_867,小学,白云区,应届毕业生,硕士,其他普通师范院校,中级及以下
教师_868,小学,越秀区,社会人员,本科,其他普通师范院校,副高级
教师_869,高中,越秀区,社会人员,本科,清华,中级及以下
教师_870,初中,越秀区,社会人员,硕士,其他普通师范院校,中级及以下
教师_871,高中,白云区,应届毕业生,本科,部属师范院校（除北京师范大学）,正高级
教师_872,小学,白云区,应届毕业生,本科,其他高校,中级及以下
教师_873,初中,白云区,社会人员,本科,其他普通师范院校,副高级
教师_874,初中,白云区,应届毕业生,本科,其他普通师范院校,副高级
教师_875,初中,越秀区,应届毕业生,本科,其他高校,中级及以下
教师_876,初中,白云区,社会人员,硕士,其他高校,中级及以下
